Temperature, Humidity, Air_Pressure, Light_Intensity, Toxic_Chemical_Level, TVOC_Level, eCO2_Level, H2_Level, Ethanol_Level
26.64, 28.93, 101.98, 684, 30, 1, 400, 14148, 20290
26.66, 28.78, 101.98, 684, 30, 6, 412, 14148, 20286
26.64, 28.70, 101.98, 684, 31, 4, 409, 14138, 20288
26.64, 28.89, 101.98, 684, 31, 5, 407, 14134, 20278
26.64, 28.75, 101.98, 684, 30, 5, 420, 14137, 20275
26.64, 28.80, 101.98, 684, 32, 6, 413, 14136, 20290
26.66, 28.61, 101.98, 684, 31, 0, 404, 14142, 20297
26.62, 28.63, 101.98, 684, 30, 8, 407, 14140, 20291
26.60, 28.82, 101.98, 684, 30, 4, 415, 14137, 20289
26.66, 28.30, 101.98, 684, 30, 4, 412, 14139, 20289
26.66, 29.07, 101.98, 684, 31, 5, 409, 14131, 20284
26.64, 28.84, 101.98, 684, 31, 10, 422, 14134, 20282
26.62, 28.72, 101.98, 684, 30, 5, 411, 14135, 20283
26.64, 28.19, 101.98, 684, 30, 4, 407, 14137, 20280
26.66, 28.77, 101.99, 684, 33, 5, 406, 14139, 20291
26.66, 28.59, 101.98, 684, 31, 2, 405, 14139, 20283
26.66, 28.50, 101.98, 684, 30, 3, 404, 14134, 20278
26.68, 28.69, 101.98, 684, 30, 4, 401, 14138, 20290
26.66, 28.89, 101.99, 684, 30, 2, 406, 14139, 20281
26.68, 28.86, 101.98, 684, 28, 1, 409, 14133, 20290
26.68, 28.81, 101.99, 684, 30, 3, 405, 14136, 20288
26.68, 28.46, 101.98, 684, 29, 0, 407, 14136, 20294
26.62, 28.79, 101.98, 684, 31, 0, 400, 14143, 20292
26.71, 28.59, 101.99, 684, 32, 1, 404, 14138, 20291
26.69, 28.78, 101.98, 684, 31, 0, 409, 14137, 20288
26.64, 28.34, 101.98, 684, 27, 5, 409, 14143, 20300
26.69, 28.64, 101.98, 684, 30, 1, 409, 14139, 20297
26.68, 28.08, 101.99, 684, 30, 5, 408, 14131, 20296
26.69, 28.59, 101.98, 684, 31, 0, 409, 14140, 20301
26.68, 28.84, 101.98, 684, 30, 0, 400, 14134, 20296
26.68, 28.68, 101.98, 684, 31, 7, 400, 14132, 20302
26.69, 28.17, 101.98, 684, 30, 0, 400, 14143, 20295
26.71, 28.81, 101.99, 684, 31, 1, 409, 14142, 20303
26.68, 28.82, 101.99, 684, 31, 0, 408, 14141, 20295
26.69, 28.87, 101.99, 684, 29, 1, 410, 14140, 20301
26.66, 28.56, 101.99, 684, 31, 7, 405, 14139, 20295
26.68, 28.76, 101.99, 684, 30, 0, 417, 14137, 20300
26.69, 28.57, 101.99, 684, 30, 1, 413, 14137, 20296
26.69, 28.89, 101.98, 684, 28, 3, 415, 14130, 20293
26.66, 28.75, 101.98, 684, 30, 1, 417, 14131, 20298
26.69, 28.84, 101.98, 684, 30, 2, 414, 14132, 20292
26.68, 28.41, 101.98, 684, 32, 2, 409, 14140, 20299
26.68, 28.83, 101.99, 684, 29, 5, 417, 14139, 20305
26.68, 28.21, 101.99, 684, 30, 0, 408, 14138, 20295
26.69, 28.92, 101.99, 684, 30, 2, 413, 14138, 20290
26.71, 28.84, 101.99, 684, 30, 3, 404, 14138, 20298
26.68, 28.82, 101.99, 684, 29, 0, 400, 14140, 20296
26.66, 28.61, 101.99, 684, 30, 0, 408, 14145, 20305
26.71, 28.83, 101.98, 684, 28, 0, 408, 14147, 20304
26.69, 28.79, 101.98, 684, 29, 8, 411, 14141, 20296
26.71, 28.75, 101.99, 684, 32, 0, 407, 14145, 20303
26.69, 28.25, 101.99, 684, 31, 0, 404, 14144, 20298
26.71, 28.86, 101.98, 684, 30, 6, 408, 14143, 20299
26.71, 28.79, 101.99, 684, 30, 4, 404, 14143, 20293
26.71, 28.93, 101.99, 684, 31, 7, 408, 14138, 20296
26.69, 28.80, 101.99, 684, 33, 1, 400, 14144, 20299
26.71, 28.81, 101.98, 684, 29, 3, 412, 14144, 20296
26.68, 28.51, 101.98, 684, 31, 8, 410, 14138, 20300
26.69, 28.75, 101.98, 684, 30, 3, 410, 14146, 20305
26.71, 28.38, 101.99, 684, 30, 5, 408, 14145, 20305
26.73, 28.86, 101.98, 684, 30, 1, 407, 14144, 20304
26.71, 28.76, 101.99, 684, 30, 0, 402, 14148, 20302
26.71, 28.77, 101.99, 684, 30, 5, 414, 14143, 20297
26.73, 28.61, 101.99, 684, 29, 4, 406, 14135, 20294
26.71, 28.68, 101.98, 684, 30, 4, 414, 14140, 20296
26.69, 28.77, 101.99, 684, 29, 4, 404, 14138, 20299
26.73, 28.74, 101.98, 684, 30, 0, 401, 14139, 20294
26.71, 28.46, 101.99, 684, 29, 11, 405, 14140, 20296
26.73, 28.53, 101.98, 684, 32, 8, 407, 14142, 20296
26.73, 28.64, 101.98, 684, 31, 6, 407, 14139, 20300
26.73, 28.78, 101.98, 684, 30, 4, 407, 14137, 20301
26.66, 28.70, 101.98, 684, 27, 2, 400, 14142, 20298
26.75, 28.78, 101.98, 683, 31, 0, 401, 14146, 20311
26.73, 28.73, 101.98, 683, 29, 3, 411, 14139, 20302
26.77, 28.80, 101.98, 684, 30, 7, 416, 14130, 20299
26.75, 28.73, 101.98, 684, 29, 7, 428, 14125, 20301
26.71, 28.56, 101.99, 683, 30, 2, 449, 14110, 20301
26.73, 28.70, 101.99, 683, 29, 3, 459, 14100, 20307
26.73, 28.73, 101.98, 683, 31, 8, 473, 14083, 20286
26.69, 28.40, 101.99, 683, 32, 8, 466, 14088, 20297
26.75, 28.77, 101.99, 684, 30, 9, 482, 14085, 20294
26.73, 28.36, 101.98, 684, 31, 10, 475, 14075, 20293
26.75, 28.68, 101.99, 684, 30, 14, 492, 14065, 20290
26.73, 28.67, 101.99, 684, 31, 15, 499, 14069, 20283
26.73, 28.61, 101.98, 683, 31, 22, 502, 14064, 20286
26.73, 28.13, 101.99, 683, 32, 20, 510, 14056, 20278
26.71, 28.67, 101.98, 683, 31, 18, 506, 14066, 20278
26.77, 28.56, 101.98, 683, 32, 23, 496, 14069, 20279
26.73, 28.62, 101.99, 683, 31, 22, 500, 14065, 20273
26.71, 28.53, 101.99, 683, 32, 19, 490, 14081, 20284
26.75, 28.77, 101.98, 679, 28, 19, 487, 14074, 20286
26.75, 28.51, 101.99, 679, 32, 19, 482, 14075, 20275
26.77, 28.64, 101.99, 680, 32, 16, 475, 14087, 20283
26.73, 28.74, 101.98, 680, 30, 19, 480, 14078, 20284
26.77, 28.63, 101.98, 683, 32, 21, 471, 14083, 20281
