Temperature, Humidity, Air_Pressure, Light_Intensity, Toxic_Chemical_Level, TVOC_Level, eCO2_Level, H2_Level, Ethanol_Level
25.97, 22.44, 102.50, 1479, 26, 103, 400, 14234, 20682
25.97, 22.42, 102.50, 1479, 24, 108, 400, 14237, 20682
25.97, 22.71, 102.50, 1480, 26, 108, 400, 14240, 20685
25.97, 22.33, 102.50, 1480, 25, 103, 400, 14237, 20686
25.96, 22.52, 102.50, 1438, 26, 104, 400, 14239, 20681
25.96, 22.30, 102.50, 1438, 26, 104, 400, 14237, 20685
25.97, 22.55, 102.50, 1448, 25, 111, 400, 14236, 20684
25.94, 22.35, 102.50, 1448, 27, 102, 400, 14241, 20683
25.96, 22.65, 102.50, 1503, 25, 104, 400, 14242, 20681
25.94, 22.55, 102.50, 1503, 26, 97, 400, 14245, 20691
25.97, 22.59, 102.50, 1512, 24, 98, 400, 14248, 20694
25.94, 22.19, 102.50, 1512, 28, 98, 400, 14242, 20697
25.96, 22.55, 102.50, 1515, 25, 95, 400, 14246, 20695
25.94, 22.22, 102.50, 1515, 25, 102, 400, 14240, 20689
25.97, 22.63, 102.50, 1517, 27, 95, 400, 14248, 20692
25.96, 22.63, 102.50, 1517, 24, 98, 400, 14246, 20697
25.97, 22.62, 102.50, 1520, 24, 98, 400, 14238, 20692
25.94, 22.07, 102.50, 1520, 26, 101, 400, 14244, 20688
25.94, 22.47, 102.50, 1506, 27, 103, 400, 14243, 20683
25.96, 22.43, 102.50, 1506, 25, 100, 400, 14251, 20689
25.96, 22.80, 102.50, 1497, 26, 98, 400, 14248, 20693
25.97, 22.54, 102.50, 1497, 25, 96, 400, 14249, 20696
25.92, 22.42, 102.50, 1520, 25, 94, 400, 14249, 20697
25.94, 22.32, 102.50, 1520, 24, 94, 400, 14247, 20702
25.94, 22.66, 102.50, 1515, 23, 97, 400, 14244, 20692
25.92, 22.27, 102.50, 1515, 26, 94, 400, 14252, 20699
25.94, 22.70, 102.50, 1524, 27, 97, 400, 14252, 20691
25.96, 22.17, 102.50, 1524, 25, 93, 400, 14253, 20703
25.92, 22.49, 102.50, 1524, 25, 94, 400, 14247, 20691
25.94, 22.61, 102.50, 1524, 23, 90, 400, 14250, 20691
25.94, 22.56, 102.50, 1525, 21, 97, 400, 14248, 20699
25.96, 22.60, 102.50, 1525, 25, 92, 400, 14251, 20694
25.96, 22.51, 102.50, 1525, 26, 96, 400, 14245, 20695
25.97, 22.50, 102.50, 1525, 25, 95, 400, 14243, 20692
25.97, 22.61, 102.50, 1525, 25, 97, 400, 14245, 20687
25.96, 22.39, 102.50, 1525, 26, 97, 400, 14245, 20693
25.96, 22.54, 102.50, 1519, 24, 97, 400, 14248, 20694
25.96, 22.11, 102.50, 1519, 27, 97, 400, 14243, 20691
25.94, 22.48, 102.50, 1521, 25, 103, 400, 14244, 20688
25.97, 22.56, 102.50, 1521, 25, 93, 400, 14250, 20693
25.97, 22.61, 102.50, 1522, 24, 92, 400, 14245, 20696
25.96, 22.59, 102.50, 1522, 27, 90, 400, 14246, 20693
25.94, 22.61, 102.50, 1521, 25, 90, 400, 14252, 20707
25.96, 22.39, 102.50, 1521, 26, 93, 400, 14249, 20696
25.96, 22.88, 102.50, 1528, 27, 96, 400, 14243, 20700
25.94, 22.16, 102.50, 1528, 25, 91, 400, 14250, 20694
25.96, 22.45, 102.50, 1527, 25, 87, 400, 14243, 20698
25.94, 22.56, 102.50, 1527, 26, 94, 400, 14247, 20703
25.94, 22.69, 102.50, 1528, 25, 94, 400, 14246, 20694
25.96, 22.23, 102.50, 1528, 22, 93, 400, 14239, 20695
25.96, 22.57, 102.50, 1529, 26, 96, 400, 14245, 20692
25.96, 22.20, 102.50, 1529, 24, 93, 400, 14245, 20691
25.96, 22.61, 102.50, 1529, 28, 88, 400, 14252, 20699
25.94, 22.24, 102.50, 1529, 26, 95, 400, 14245, 20698
25.97, 22.64, 102.50, 1529, 23, 96, 400, 14248, 20698
25.97, 22.46, 102.50, 1529, 26, 89, 400, 14247, 20696
25.94, 22.89, 102.50, 1528, 24, 90, 400, 14246, 20696
25.97, 22.57, 102.50, 1528, 26, 99, 400, 14243, 20687
25.96, 22.72, 102.50, 1528, 25, 95, 400, 14242, 20691
25.96, 22.20, 102.50, 1528, 26, 94, 400, 14252, 20696
25.97, 22.61, 102.51, 1527, 25, 94, 400, 14251, 20701
25.94, 22.27, 102.51, 1527, 26, 96, 400, 14254, 20698
25.96, 22.66, 102.50, 1528, 26, 94, 400, 14254, 20702
25.97, 22.47, 102.50, 1528, 26, 88, 400, 14257, 20701
25.99, 22.60, 102.50, 1527, 26, 90, 400, 14258, 20701
25.99, 22.20, 102.50, 1527, 26, 87, 400, 14249, 20703
25.97, 22.83, 102.50, 1527, 26, 88, 400, 14249, 20694
25.97, 22.59, 102.50, 1527, 26, 87, 400, 14249, 20699
25.96, 22.75, 102.51, 1527, 25, 92, 400, 14251, 20698
25.96, 22.13, 102.51, 1527, 26, 89, 400, 14249, 20701
25.94, 22.91, 102.50, 1527, 25, 87, 400, 14252, 20709
25.94, 22.27, 102.51, 1527, 26, 87, 400, 14255, 20703
25.97, 22.56, 102.51, 1526, 28, 88, 400, 14255, 20703
25.94, 22.06, 102.50, 1526, 26, 82, 400, 14248, 20703
25.99, 22.48, 102.51, 1527, 25, 85, 400, 14255, 20707
25.99, 22.64, 102.51, 1527, 26, 84, 400, 14258, 20707
25.99, 22.76, 102.50, 1527, 25, 83, 400, 14257, 20702
26.03, 22.13, 102.50, 1527, 25, 88, 400, 14253, 20707
26.01, 22.55, 102.50, 1526, 23, 80, 400, 14260, 20714
26.01, 22.03, 102.50, 1526, 27, 90, 400, 14244, 20701
25.99, 22.53, 102.51, 1526, 26, 86, 400, 14252, 20699
26.01, 22.55, 102.50, 1526, 27, 86, 400, 14254, 20707
25.99, 22.58, 102.51, 1526, 26, 82, 400, 14250, 20700
25.99, 22.39, 102.50, 1526, 26, 89, 400, 14245, 20701
25.97, 22.79, 102.50, 1526, 26, 89, 400, 14250, 20706
25.97, 22.14, 102.50, 1526, 24, 82, 400, 14249, 20700
25.97, 22.65, 102.50, 1525, 24, 89, 400, 14252, 20702
26.01, 22.35, 102.50, 1525, 26, 90, 400, 14252, 20704
25.99, 22.67, 102.51, 1525, 25, 87, 400, 14251, 20706
25.99, 22.36, 102.50, 1525, 26, 81, 400, 14254, 20704
26.01, 22.57, 102.51, 1525, 25, 82, 400, 14256, 20710
26.01, 22.24, 102.50, 1525, 25, 80, 400, 14254, 20714
26.01, 22.60, 102.50, 1525, 26, 81, 400, 14257, 20712
25.96, 22.63, 102.50, 1525, 25, 81, 400, 14252, 20706
25.99, 22.62, 102.50, 1525, 26, 83, 400, 14255, 20710
26.03, 22.39, 102.50, 1525, 26, 75, 400, 14259, 20715
26.01, 22.23, 102.50, 1526, 26, 79, 400, 14258, 20717
26.03, 22.43, 102.50, 1526, 25, 71, 400, 14258, 20724
26.05, 22.65, 102.51, 1525, 26, 75, 400, 14257, 20715
26.03, 22.06, 102.50, 1525, 26, 76, 400, 14255, 20722
26.05, 22.66, 102.50, 1526, 25, 82, 400, 14255, 20718
25.99, 22.53, 102.51, 1526, 27, 81, 400, 14257, 20716
26.05, 22.66, 102.51, 1526, 26, 76, 400, 14251, 20705
26.05, 22.64, 102.50, 1526, 26, 80, 400, 14255, 20721
26.03, 22.68, 102.51, 1525, 27, 76, 400, 14248, 20704
26.03, 22.59, 102.51, 1525, 25, 79, 400, 14251, 20707
26.05, 22.74, 102.50, 1525, 23, 79, 400, 14253, 20714
26.01, 22.34, 102.51, 1525, 25, 82, 400, 14248, 20711
26.05, 22.69, 102.51, 1525, 25, 77, 400, 14253, 20704
26.06, 22.40, 102.50, 1525, 26, 79, 400, 14255, 20707
26.05, 22.66, 102.50, 1524, 25, 81, 400, 14255, 20711
26.03, 22.36, 102.50, 1524, 25, 78, 400, 14251, 20706
26.05, 22.51, 102.51, 1524, 25, 80, 400, 14248, 20715
26.03, 22.23, 102.51, 1524, 26, 73, 400, 14255, 20708
26.05, 22.69, 102.50, 1524, 26, 80, 400, 14250, 20710
26.05, 22.32, 102.50, 1524, 25, 82, 400, 14255, 20713
26.06, 22.74, 102.50, 1523, 26, 82, 400, 14252, 20707
26.06, 22.32, 102.50, 1523, 26, 79, 400, 14253, 20715
